c1,c2,c3,c4,t1-1,t1-2,t1-3,t1-4,t1-5,t2-1,t2-2,t2-3,t2-4,t2-5,t3-1,t3-2,t3-3,t3-4,t3-5,t4-1,t4-2,t4-3,t4-4,t4-5,t5-1,t5-2,t5-3,t5-4,t5-5,t6-1,t6-2,t6-3,t6-4,t6-5,t7-1,t7-2,t7-3,t7-4,t7-5,t8-1,t8-2,t8-3,t8-4,t8-5,t9-1,t9-2,t9-3,t9-4,t9-5,t10-1,t10-2,t10-3,t10-4,t10-5,result
70,4,0,0,30,62,31,50,45,24,51,21,71,44,5,26,67,65,13,9,33,12,3,69,1,32,41,7,25,49,68,61,47,46,52,64,29,27,23,8,43,11,66,10,53,28,22,73,2,72,6,63,42,48,1
25,7,0,0,2,61,41,27,4,42,71,65,30,29,53,43,68,21,10,9,32,26,12,51,67,24,8,13,44,69,23,72,22,1,63,31,5,73,45,49,66,48,64,3,11,62,50,28,33,6,46,47,52,70,1
10,52,0,0,23,63,61,12,41,5,1,42,49,71,7,47,44,73,2,25,51,69,4,72,62,66,9,33,65,45,46,26,11,50,43,29,30,53,22,67,64,68,27,24,3,13,28,31,21,32,48,8,70,6,1
48,10,0,0,6,29,42,69,7,1,50,23,62,32,70,11,53,2,51,52,72,63,68,49,30,47,61,4,71,64,28,67,45,65,33,26,13,31,9,43,12,5,21,22,46,66,24,8,27,41,73,25,3,44,1
42,63,0,0,71,23,33,6,72,29,68,27,53,8,41,52,11,2,21,62,45,13,64,70,43,61,10,73,25,1,32,49,30,46,69,9,26,28,47,4,65,5,24,7,50,22,66,31,48,44,51,67,3,12,1
12,52,0,0,26,30,24,2,25,43,67,8,72,73,42,11,7,71,1,50,29,27,69,22,65,4,51,10,13,41,62,28,63,23,70,48,44,46,53,5,9,68,64,61,6,21,31,45,3,66,32,49,47,33,1
5,3,0,0,67,51,43,2,11,53,50,7,4,72,24,62,47,41,1,13,71,29,32,33,70,49,23,63,22,21,69,27,30,61,46,25,45,9,6,66,10,42,65,73,68,64,12,28,44,8,31,52,26,48,1
5,68,0,0,51,25,11,12,69,27,32,45,63,61,23,49,22,50,4,7,1,65,72,9,62,47,30,70,8,10,44,53,13,46,41,67,26,33,28,71,73,48,43,2,29,21,42,66,64,52,31,3,24,6,3
28,33,0,0,6,67,25,73,64,3,21,52,71,32,48,46,31,5,7,4,24,26,9,23,11,49,44,70,43,22,63,29,10,62,69,72,41,8,51,1,12,45,68,42,50,30,66,27,2,13,53,61,65,47,2
48,65,0,0,47,46,30,28,71,25,6,11,51,2,12,69,42,73,50,53,32,27,67,41,43,70,4,3,66,9,44,8,26,52,72,13,63,49,33,1,5,29,45,10,68,21,61,31,62,7,23,22,24,64,3
63,24,0,0,69,29,50,12,72,33,48,44,31,45,73,43,53,27,70,2,30,9,1,6,8,5,46,22,28,67,47,64,26,10,23,7,11,3,13,51,52,62,65,32,66,42,4,49,21,25,41,71,61,68,2
27,9,0,0,8,64,68,1,25,6,13,24,42,5,67,41,63,69,26,48,45,4,62,53,43,44,23,22,12,46,71,50,2,33,11,49,32,51,70,30,3,28,21,47,65,66,31,52,10,7,29,61,73,72,1
22,7,0,0,30,69,53,71,64,46,44,33,70,49,47,6,21,73,48,1,9,27,51,65,63,66,5,72,11,68,52,10,13,42,41,67,61,32,2,25,3,62,24,4,45,43,26,12,8,28,31,50,29,23,1
12,53,0,0,45,2,50,49,8,48,27,69,67,28,66,64,25,6,33,21,71,13,61,41,73,26,1,44,46,9,65,10,4,3,31,30,42,52,32,5,43,23,70,24,68,47,72,11,51,62,22,7,29,63,1
3,22,0,0,25,73,11,66,10,41,5,8,72,4,68,29,1,44,31,9,45,24,28,53,26,6,49,50,21,43,46,61,47,71,13,52,64,62,65,12,69,32,23,67,2,70,30,33,27,51,42,48,63,7,1
41,33,0,0,72,5,70,7,31,29,8,46,6,2,53,48,45,42,13,22,9,1,71,65,63,67,68,12,23,24,30,49,47,28,73,27,3,52,61,69,66,43,21,50,11,32,25,64,26,4,51,62,44,10,3
47,30,0,0,70,3,7,5,8,23,64,49,67,9,11,44,62,25,24,31,68,50,65,43,26,61,52,12,21,27,41,6,63,66,45,10,71,72,13,73,46,4,48,42,33,28,69,32,29,53,51,22,2,1,3
27,3,0,0,26,11,1,10,71,13,45,65,23,48,33,44,9,47,61,67,8,32,70,30,43,24,12,52,69,49,28,42,73,62,41,66,7,6,46,64,29,53,31,25,2,72,51,68,22,4,5,21,50,63,1
62,72,0,0,10,66,9,53,45,6,64,41,50,48,21,33,47,29,71,27,3,23,61,8,22,49,25,24,11,67,26,52,4,31,42,68,69,32,1,13,2,43,70,12,73,28,63,46,5,7,44,51,65,30,3
63,69,0,0,72,33,70,10,73,30,44,71,13,23,5,27,66,26,21,61,24,22,65,42,47,32,31,3,52,28,67,4,48,68,41,7,29,53,64,46,2,12,25,49,62,50,11,8,43,45,51,1,6,9,1
12,9,0,0,47,31,26,71,68,25,48,23,43,1,66,29,10,73,3,4,65,5,70,7,41,32,51,63,61,21,50,46,42,2,49,53,64,28,44,45,24,72,11,52,67,6,22,62,69,33,13,27,30,8,3
5,4,0,0,61,27,50,63,62,49,11,47,29,22,25,46,66,2,41,65,51,9,64,73,45,6,68,24,31,69,33,32,3,30,53,21,70,72,8,13,7,10,1,71,43,42,28,26,48,52,12,67,23,44,1
47,44,0,0,50,21,67,46,45,28,33,23,5,52,66,43,25,41,9,70,62,42,2,63,68,8,72,24,1,30,13,49,22,26,69,65,51,53,29,32,61,12,10,64,31,71,27,4,73,3,6,11,7,48,1
53,48,0,0,50,4,22,70,71,69,43,72,63,27,62,24,66,5,32,30,65,8,61,49,31,47,21,46,10,9,12,45,7,23,29,3,42,67,73,13,68,33,11,51,1,44,25,52,64,2,26,41,6,28,1
4,6,0,0,10,22,25,26,2,1,44,8,61,52,72,24,71,23,73,29,67,64,47,62,31,13,11,63,53,5,27,28,65,3,12,43,48,51,9,69,30,32,45,66,50,46,21,49,33,41,68,70,7,42,3
66,73,0,0,13,9,32,50,49,46,28,48,47,64,44,26,6,23,68,61,52,29,41,33,3,62,11,22,71,7,63,69,8,42,51,1,27,25,10,65,53,30,72,21,67,70,12,43,5,4,31,2,24,45,2
45,24,0,0,68,43,11,4,10,25,48,30,27,70,44,69,66,23,64,50,63,8,6,32,51,67,53,46,29,61,73,62,1,42,5,31,28,21,72,71,41,13,52,47,2,26,12,9,3,65,22,7,49,33,2
8,29,0,0,28,61,3,12,42,53,64,50,62,47,26,72,22,71,41,67,27,46,65,44,31,25,5,33,30,13,32,66,11,10,45,4,43,23,51,68,73,9,2,63,1,7,6,21,48,24,49,70,69,52,3
49,33,0,0,22,23,7,8,63,72,52,30,62,21,65,51,5,2,44,41,47,11,1,69,66,61,27,6,4,73,10,43,50,67,13,70,71,3,9,25,29,42,31,12,45,68,64,53,26,48,32,24,28,46,2
7,27,0,0,51,1,67,4,53,61,50,71,70,30,65,33,72,44,41,63,25,68,42,10,23,22,48,13,6,3,52,66,31,11,2,64,9,46,45,43,49,32,73,29,21,47,12,24,28,8,62,26,5,69,3
3,52,0,0,47,6,10,73,67,64,70,23,24,72,62,27,44,28,46,13,12,53,51,69,71,8,50,11,41,49,45,63,65,29,9,42,30,1,4,26,5,7,2,61,48,43,32,22,25,66,33,21,31,68,1
62,65,0,0,53,51,48,4,70,45,21,6,9,49,7,30,68,3,2,8,69,25,61,26,52,33,73,28,42,11,64,43,63,1,67,27,32,24,46,12,22,13,71,47,50,29,72,5,23,41,66,44,10,31,1
11,12,0,0,10,1,73,30,44,53,26,23,33,62,24,4,43,45,51,65,32,47,22,66,3,2,72,64,5,27,13,29,50,69,9,28,8,70,68,63,21,25,61,48,49,7,42,46,31,71,67,41,6,52,2
9,27,0,0,7,25,41,47,69,50,5,43,3,52,28,2,61,73,1,12,71,8,24,68,67,21,62,70,31,63,33,4,45,66,42,10,6,23,49,22,29,65,26,53,11,48,64,32,51,13,44,72,46,30,1
49,41,0,0,3,24,44,43,6,23,68,72,25,32,1,5,73,22,2,45,46,10,29,26,33,51,52,28,69,31,61,12,42,48,71,11,13,63,64,50,8,62,70,66,21,4,27,47,67,30,53,7,65,9,1
71,66,0,0,50,11,6,47,25,42,23,51,9,65,70,1,53,5,33,24,69,45,3,52,22,10,13,8,29,4,63,32,64,7,28,41,48,26,61,62,43,72,27,46,49,21,12,67,68,31,44,2,30,73,3
49,53,0,0,64,21,12,69,22,26,7,10,63,52,45,48,28,73,4,31,47,9,50,67,68,65,5,72,32,8,70,1,25,11,27,2,62,51,33,3,46,71,13,66,23,29,61,42,44,24,41,30,43,6,1
43,27,0,0,44,42,49,6,22,21,48,64,9,72,11,25,3,4,31,62,1,28,45,2,51,70,47,50,10,68,8,66,30,73,7,5,33,41,53,23,52,24,46,71,63,67,32,65,12,61,13,29,69,26,2
47,45,0,0,65,50,3,13,31,53,28,10,32,62,72,71,42,51,12,69,26,5,27,43,33,73,41,1,22,2,7,52,8,24,44,49,4,68,46,23,29,30,21,63,70,6,67,66,61,25,9,11,64,48,1
46,71,0,0,21,70,48,29,69,47,28,25,41,53,72,49,11,4,2,9,64,13,10,3,51,23,43,45,1,52,61,7,32,63,50,33,5,62,67,24,12,30,6,44,8,22,27,66,42,31,65,68,73,26,1
24,68,0,0,7,46,29,52,3,23,64,28,51,25,41,47,5,49,13,67,72,43,44,2,45,30,65,10,50,11,63,71,48,61,31,53,73,22,8,27,21,4,62,69,66,1,32,6,9,12,70,33,26,42,1
26,53,0,0,45,65,64,4,12,3,7,46,72,10,69,47,30,8,71,21,1,22,63,66,43,50,41,33,70,6,67,11,51,31,68,48,13,29,2,9,27,44,62,32,61,28,42,73,24,23,52,25,5,49,2
9,32,0,0,49,5,1,64,69,48,68,46,42,45,70,65,8,61,28,24,3,72,4,13,6,44,26,2,41,47,63,62,11,22,52,73,43,27,29,7,30,23,67,50,12,53,21,25,10,66,33,31,71,51,1
47,4,0,0,29,5,62,72,67,44,12,42,22,27,46,64,71,3,28,10,6,41,52,23,26,21,31,68,63,30,43,24,32,65,8,51,25,49,45,61,7,11,1,33,9,66,69,70,48,2,13,73,53,50,2
33,49,0,0,28,26,44,6,47,13,42,24,31,67,1,48,51,27,8,65,30,43,2,12,66,3,63,52,50,72,32,10,68,7,9,45,73,41,61,53,11,22,29,71,69,21,4,64,23,46,25,70,5,62,3
13,66,0,0,8,44,67,49,12,2,63,11,28,22,7,4,51,42,46,53,52,50,24,3,48,64,61,31,27,29,70,62,45,41,71,10,72,68,21,47,69,43,32,6,26,65,9,73,25,5,23,30,33,1,1
72,7,0,0,33,26,67,61,1,4,9,11,12,5,25,43,73,2,69,32,24,23,22,21,63,27,53,68,66,13,45,41,42,3,46,71,6,8,49,64,28,50,62,30,47,29,70,65,52,10,44,48,31,51,1
69,11,0,0,5,3,47,4,32,30,13,24,8,51,44,52,66,29,61,23,2,26,71,70,49,41,46,53,9,67,50,33,72,43,6,21,7,62,22,64,65,73,48,1,25,42,63,31,28,12,45,68,10,27,1
49,52,0,0,63,13,8,5,33,45,68,72,48,30,66,11,10,2,23,32,25,53,43,65,47,6,4,21,26,50,71,22,46,9,12,73,70,44,61,64,1,31,7,51,29,3,28,41,42,62,69,27,67,24,1
21,31,0,0,5,25,4,29,48,73,71,22,50,7,1,63,42,10,28,3,70,11,30,43,33,62,53,68,24,65,61,27,72,41,66,51,23,9,69,49,44,26,12,13,32,67,2,64,8,6,45,46,47,52,3
69,9,0,0,70,50,61,1,11,4,51,63,67,42,28,43,6,71,49,47,44,10,12,23,65,62,68,64,53,22,45,26,52,33,29,13,7,8,41,24,2,21,48,46,27,73,5,30,66,31,72,32,3,25,1
42,21,0,0,4,30,52,13,12,71,1,5,51,22,8,69,32,63,43,3,65,66,6,73,47,24,44,50,70,31,11,53,64,67,23,61,27,48,29,9,7,25,62,45,10,68,49,2,33,26,41,28,46,72,1
28,1,0,0,71,42,25,46,31,70,12,22,48,62,9,61,3,53,4,68,72,8,64,21,24,52,43,41,49,69,11,33,47,5,2,6,23,51,26,50,10,67,45,63,65,29,7,66,30,13,32,73,44,27,1
45,49,0,0,4,72,3,27,6,51,47,5,9,32,44,41,71,66,69,11,43,52,68,8,70,10,2,48,67,28,63,62,42,29,33,22,61,25,73,53,30,1,26,7,23,21,13,64,31,12,50,24,65,46,3
73,61,0,0,13,69,23,30,26,28,41,44,46,52,10,1,31,32,70,48,72,29,64,49,12,53,62,9,45,3,67,7,42,21,5,4,27,24,47,22,11,66,2,33,6,63,43,68,71,51,50,8,65,25,1
52,41,0,0,65,67,3,32,70,62,9,5,49,28,42,53,10,64,73,46,24,27,22,26,63,33,71,23,2,30,72,13,47,69,45,11,6,43,50,61,51,12,44,1,68,48,21,25,8,66,4,31,29,7,3
65,27,0,0,33,7,12,69,73,42,28,45,10,5,52,24,2,13,46,1,68,67,25,8,9,72,50,30,4,41,53,48,43,23,47,44,26,51,62,49,71,22,29,64,3,31,32,21,63,61,70,66,6,11,2
8,45,0,0,10,7,30,13,25,28,61,1,32,47,70,41,2,11,68,50,4,26,72,67,42,44,24,3,49,63,48,43,53,5,52,71,66,22,9,46,69,51,64,21,73,12,27,33,31,65,29,6,23,62,2
27,23,0,0,11,46,2,33,32,12,4,52,45,26,53,41,43,24,7,64,62,1,31,67,65,71,6,3,73,69,61,48,29,28,5,21,51,49,63,42,13,70,66,22,72,47,30,8,10,50,25,44,9,68,1
6,2,0,0,51,10,3,42,62,72,49,68,25,22,41,12,26,13,50,9,73,28,1,52,8,67,65,11,71,33,5,23,29,53,48,27,4,24,7,47,31,69,45,43,21,44,64,63,32,46,70,61,66,30,1
4,47,0,0,49,70,13,41,72,23,33,2,43,30,51,69,3,62,66,31,6,42,52,24,21,10,48,68,50,9,73,65,46,11,63,32,29,53,1,25,45,28,64,67,26,27,71,8,12,44,22,7,61,5,1
1,71,0,0,32,69,41,30,43,44,8,68,46,73,29,64,51,4,2,52,9,66,45,23,22,25,6,11,67,42,50,33,3,12,31,7,72,13,62,70,28,47,27,10,48,63,5,26,53,21,61,65,49,24,3
48,71,0,0,67,1,3,53,28,62,73,49,43,51,13,69,52,65,7,72,33,27,32,41,25,64,31,70,6,8,42,2,24,46,4,12,23,66,30,5,26,63,22,11,44,9,50,45,61,68,10,21,47,29,1
23,63,0,0,53,5,71,50,8,42,10,27,22,2,1,43,32,62,49,41,52,28,66,31,33,13,7,4,45,30,6,9,73,21,46,25,69,61,24,26,12,51,44,29,70,47,48,67,72,68,11,3,64,65,1
9,48,0,0,8,61,69,64,31,25,10,70,71,30,27,66,42,28,1,43,23,32,52,7,47,67,72,41,62,2,29,73,4,46,33,44,11,53,51,49,26,22,24,5,45,63,12,21,50,6,3,68,13,65,3
47,67,0,0,52,13,27,71,24,23,11,12,26,65,66,4,62,72,30,22,51,28,50,9,8,10,64,49,44,48,70,25,73,6,3,68,46,43,1,29,45,7,2,53,41,42,5,21,69,61,33,63,32,31,1
2,43,0,0,4,63,53,67,72,73,11,30,44,13,26,22,50,28,27,42,64,68,23,47,6,1,12,5,21,9,7,48,3,29,51,52,32,41,66,46,24,33,65,45,25,62,10,71,49,70,31,69,8,61,1
62,61,0,0,5,4,6,70,7,45,3,42,9,73,33,26,44,46,21,47,8,11,2,13,31,10,1,64,69,66,32,68,25,28,53,24,52,67,43,29,22,50,63,48,72,12,30,27,41,49,71,51,65,23,1
66,47,0,0,62,1,43,30,27,8,70,10,65,28,4,11,53,33,23,32,6,72,44,45,68,71,64,51,2,42,50,7,49,29,21,61,5,24,13,73,69,52,46,41,12,25,22,63,48,31,3,26,9,67,1
25,73,0,0,43,45,42,12,53,32,6,33,72,22,46,50,61,9,51,26,68,30,21,13,63,64,44,8,23,67,11,7,69,28,62,66,31,24,47,49,3,41,48,1,5,2,52,29,4,65,27,71,10,70,3
22,44,0,0,11,6,28,66,33,68,72,46,21,10,23,7,61,47,42,45,70,30,73,65,62,12,25,13,67,32,63,8,1,5,2,53,4,69,41,3,29,71,43,48,9,51,49,31,50,27,64,24,52,26,1
42,1,0,0,33,41,70,22,23,2,12,66,27,50,44,64,43,65,51,28,63,53,61,67,3,31,9,4,29,46,30,26,71,49,52,73,48,72,10,25,8,32,69,62,6,5,7,68,11,45,24,21,13,47,3
72,70,0,0,25,43,11,50,2,68,48,27,44,29,33,31,53,51,63,69,9,23,73,65,45,61,12,6,1,62,41,3,13,32,66,71,67,42,21,8,28,26,52,46,30,10,22,47,7,4,64,49,5,24,3
48,10,0,0,64,3,6,27,43,46,52,24,23,66,62,50,25,44,51,1,12,69,67,53,13,30,68,65,63,71,73,47,8,22,70,4,28,26,42,21,45,11,32,33,49,2,41,9,72,7,29,31,61,5,2
66,21,0,0,47,51,27,67,12,26,2,33,61,22,8,7,44,41,25,64,49,63,30,46,62,48,43,32,69,52,68,65,53,50,9,5,70,1,23,31,6,29,45,71,13,3,4,42,28,10,72,73,24,11,1
64,48,0,0,5,51,42,71,24,7,44,52,23,22,68,47,61,26,8,9,33,12,67,21,27,73,10,45,6,30,28,70,46,3,31,43,65,41,69,29,63,62,11,13,49,1,25,2,50,72,66,32,4,53,1
49,25,0,0,53,47,68,27,73,67,44,69,41,6,46,32,28,71,50,26,33,43,12,61,64,72,63,4,52,29,51,23,42,5,9,65,7,10,66,11,70,24,48,62,13,3,2,22,1,21,30,31,8,45,1
63,41,0,0,69,2,72,33,13,47,70,51,53,28,65,12,48,45,32,52,49,30,46,67,68,1,21,44,9,10,11,23,43,3,73,50,7,8,26,31,29,22,4,24,25,42,27,66,71,64,62,61,6,5,1
52,64,0,0,29,73,51,7,33,27,70,2,4,32,25,66,31,1,49,62,21,5,68,30,48,61,28,23,13,3,67,26,63,65,11,46,12,45,10,8,43,22,24,72,71,53,6,41,69,42,47,9,50,44,3
29,28,0,0,12,25,42,5,10,65,33,47,8,48,43,64,72,30,50,6,51,26,27,32,45,61,41,63,53,13,2,66,49,44,3,24,67,23,4,21,31,73,62,7,1,70,52,46,9,71,22,69,68,11,3
44,49,0,0,12,71,62,50,69,51,43,46,11,21,65,53,4,2,3,13,1,70,27,48,61,42,47,68,7,8,26,23,10,22,6,28,72,45,63,29,64,41,32,9,33,24,5,66,31,73,30,52,25,67,3
72,1,0,0,10,50,46,71,65,29,5,7,61,64,73,68,33,12,25,42,28,26,48,2,45,41,66,49,3,53,13,22,21,8,62,9,69,63,43,6,47,24,23,67,70,32,11,44,31,4,27,30,52,51,1
28,13,0,0,5,11,1,63,10,61,25,69,23,72,30,45,12,3,46,7,6,27,44,4,49,51,9,42,73,47,50,32,71,26,48,33,67,8,52,53,31,24,66,21,65,64,62,70,2,43,68,41,22,29,1
24,5,0,0,51,3,13,45,22,48,69,9,28,53,65,32,26,33,7,46,64,21,11,70,23,73,66,42,25,43,27,1,2,68,52,31,61,71,72,63,29,49,30,50,10,67,44,47,6,62,8,12,4,41,1
52,1,0,0,45,30,8,27,24,11,5,3,47,49,26,51,10,7,69,64,50,41,73,70,61,31,9,65,2,43,63,32,28,68,67,29,66,62,48,4,42,33,6,44,13,22,12,21,23,25,72,53,46,71,1
30,47,0,0,73,29,52,8,28,5,10,2,45,24,25,23,63,13,53,62,7,9,32,44,64,3,43,4,68,41,65,12,66,11,31,21,49,67,6,71,27,48,70,22,1,72,51,50,46,42,61,69,33,26,1
53,43,0,0,9,29,2,24,73,22,4,7,48,5,1,44,41,51,33,26,10,46,30,71,32,6,65,45,23,42,25,68,66,13,28,67,27,52,62,64,69,63,50,70,11,61,8,12,3,47,21,49,31,72,1
8,3,0,0,6,64,43,33,48,52,31,68,62,28,51,69,22,72,30,1,29,49,11,2,61,10,65,70,46,73,66,21,4,44,5,9,12,27,25,50,71,45,32,42,67,41,63,13,26,24,53,7,47,23,1
26,62,0,0,21,46,3,65,28,4,45,31,50,66,30,32,44,71,25,63,68,53,8,12,43,67,7,22,24,11,10,5,42,51,1,29,73,2,52,27,48,49,41,9,61,33,64,70,72,6,69,13,23,47,1
61,4,0,0,21,71,65,3,13,7,53,8,31,26,42,68,46,45,6,52,1,63,12,33,2,47,25,44,28,62,66,41,72,43,50,48,9,73,51,30,11,32,64,67,49,23,70,10,5,22,24,69,27,29,3
47,28,0,0,41,31,8,48,67,66,24,30,64,11,1,9,22,4,62,13,26,71,23,73,25,70,2,52,5,44,61,29,6,3,12,42,21,72,46,53,27,63,65,68,33,32,7,43,50,49,69,51,45,10,1
22,24,0,0,10,12,69,5,41,21,53,33,50,46,44,28,26,67,30,27,13,42,65,63,49,6,11,66,51,72,43,73,9,47,64,1,7,71,61,8,62,4,32,29,68,48,70,23,25,2,3,45,52,31,1
61,26,0,0,28,71,68,9,64,11,69,41,32,2,5,33,52,1,47,27,73,10,21,53,50,13,42,8,70,23,7,65,72,46,67,45,30,49,24,25,6,3,4,66,43,63,48,12,29,44,51,31,22,62,2
12,8,0,0,25,7,65,27,11,26,23,21,49,4,29,2,53,72,6,33,41,24,31,43,50,70,68,30,47,5,64,67,42,66,28,48,71,73,62,61,46,22,69,52,9,32,10,44,13,51,1,3,45,63,2
44,23,0,0,47,6,64,24,3,68,12,50,33,52,9,65,71,41,53,66,5,21,4,49,8,22,69,42,1,46,13,61,63,43,27,48,72,10,30,29,11,67,7,31,70,45,28,32,25,26,2,73,62,51,3
68,73,0,0,71,28,11,41,45,31,3,29,47,49,50,46,43,22,42,64,24,30,52,21,25,7,26,6,5,4,51,61,27,2,8,69,13,70,9,12,67,10,63,1,65,32,53,66,33,44,62,23,72,48,1
21,73,0,0,47,45,61,72,4,70,50,8,11,64,43,67,68,10,48,66,13,29,1,26,6,33,44,63,32,71,52,31,25,30,53,62,5,42,49,24,51,65,9,12,2,3,46,22,27,7,41,28,23,69,3
29,12,0,0,30,4,22,67,52,27,11,53,1,49,68,61,46,8,25,71,3,32,6,24,48,70,62,66,42,72,26,44,50,65,41,10,73,43,69,31,21,64,33,28,5,9,23,7,51,13,2,45,63,47,2
26,29,0,0,68,62,43,64,28,31,44,45,70,72,2,32,4,23,24,13,52,30,5,3,8,42,22,21,51,73,65,53,25,61,11,66,69,12,9,63,47,50,48,67,6,10,71,46,41,33,7,49,27,1,3
9,50,0,0,73,1,44,29,52,70,43,28,69,13,51,66,41,62,25,10,63,26,49,3,21,7,31,47,68,46,53,22,11,24,61,48,30,67,64,71,5,2,8,6,42,72,32,12,4,33,65,23,45,27,3
27,7,0,0,52,49,41,8,72,26,66,31,48,12,25,3,4,69,1,28,71,32,68,64,13,24,73,50,53,5,44,33,61,46,43,47,23,51,21,29,62,11,45,67,63,30,22,9,70,2,65,42,10,6,1
1,73,0,0,51,64,50,67,52,44,32,7,65,46,6,61,24,9,45,43,42,2,49,13,12,63,70,26,28,53,23,72,29,30,3,10,33,69,31,62,68,25,4,41,71,11,27,22,66,47,21,48,5,8,1
47,31,0,0,30,33,8,26,5,71,49,70,28,3,24,73,32,7,1,12,53,66,65,23,52,67,4,44,2,41,45,69,6,48,61,72,21,25,62,27,29,9,68,63,51,10,22,50,13,46,11,42,64,43,1
32,8,0,0,25,69,63,42,48,64,31,72,29,49,51,43,23,44,33,13,3,65,67,27,26,28,62,24,5,46,12,45,41,6,7,71,2,11,9,30,4,52,61,22,70,10,47,53,66,50,21,68,73,1,1
28,9,0,0,72,43,48,33,50,25,73,51,42,8,22,13,69,27,31,44,63,46,4,29,7,11,10,47,5,3,12,26,70,62,66,6,30,21,23,64,71,32,53,1,45,68,52,2,67,65,61,24,49,41,1
61,5,0,0,50,9,32,12,6,11,21,42,43,51,2,1,72,62,70,29,73,68,27,26,33,22,25,13,45,48,67,8,69,47,46,65,52,63,44,71,10,28,7,31,30,49,23,66,3,53,64,41,4,24,1
51,3,0,0,43,11,10,13,7,73,21,31,53,50,28,69,29,66,32,52,26,62,68,41,61,30,64,5,25,49,33,71,70,42,63,67,45,72,22,44,12,1,27,24,23,6,2,46,4,9,8,65,47,48,1
67,66,0,0,45,68,3,52,12,8,48,6,25,13,62,31,44,4,61,21,26,28,43,53,23,64,29,32,50,27,63,22,65,33,51,49,5,2,24,42,10,70,9,30,72,41,71,11,47,7,73,1,69,46,3
63,28,0,0,44,13,49,12,9,51,11,69,22,61,33,48,30,26,25,10,62,66,21,52,47,45,41,3,7,50,64,6,72,73,43,24,1,46,4,65,70,2,23,5,32,42,27,29,67,8,71,53,68,31,1
50,25,0,0,61,29,66,71,42,12,73,64,33,21,46,10,47,62,6,69,1,53,67,51,32,49,7,3,31,52,30,8,68,22,11,48,70,41,9,5,23,28,4,63,24,2,43,13,44,27,72,26,65,45,1
47,9,0,0,5,26,62,53,61,45,46,30,64,43,72,22,71,28,67,41,4,51,23,3,2,50,42,27,8,70,48,21,13,65,66,6,1,31,11,44,7,29,63,25,69,32,10,68,73,24,52,33,12,49,2
23,47,0,0,67,31,61,73,69,11,46,24,42,64,2,63,49,41,62,52,5,1,50,10,8,22,27,3,26,66,21,25,70,72,51,13,30,48,65,71,4,44,45,43,12,68,9,32,28,33,6,29,7,53,1
61,45,0,0,11,32,25,27,29,49,13,42,21,50,71,7,46,67,24,22,66,69,62,23,41,1,53,43,73,33,8,64,2,68,9,70,51,6,63,4,30,28,65,26,3,44,31,52,48,12,72,10,5,47,1
52,53,0,0,29,9,8,62,30,68,51,12,72,41,11,22,32,21,45,65,43,13,26,66,4,47,69,6,64,24,67,33,7,27,1,61,63,2,44,10,28,31,48,50,71,5,70,3,49,42,23,73,46,25,1
44,46,0,0,45,41,73,1,25,6,67,61,4,30,10,71,52,43,26,12,8,66,68,63,3,22,32,51,27,48,24,49,69,62,31,50,11,47,21,13,5,53,70,65,33,2,42,72,9,23,64,29,7,28,3
5,46,0,0,6,41,32,27,52,28,22,49,62,67,26,12,43,50,45,70,31,66,64,2,44,23,11,21,42,63,24,30,8,29,61,9,71,33,68,73,1,47,13,51,69,72,4,10,53,3,7,65,48,25,1
11,2,0,0,33,67,70,44,30,29,65,42,72,41,1,31,24,66,6,53,45,52,48,71,69,22,32,50,12,3,62,63,9,43,5,46,25,28,49,73,26,13,21,47,7,27,10,68,64,51,61,4,8,23,3
6,72,0,0,62,45,67,10,4,73,41,2,11,33,68,13,70,52,7,30,63,5,65,43,61,42,24,25,22,8,44,29,26,48,31,66,64,71,50,12,49,69,51,46,1,32,28,9,21,3,27,53,23,47,1
72,28,0,0,32,47,9,46,25,48,70,45,71,53,5,62,31,24,10,51,66,30,26,65,22,7,1,23,27,52,44,4,43,69,6,12,11,41,50,3,49,64,61,33,42,2,29,8,68,73,63,13,67,21,3
26,5,0,0,33,25,7,45,30,52,61,32,6,43,48,24,8,67,47,41,73,23,49,9,68,63,70,28,51,64,72,2,31,50,42,44,65,66,62,27,1,13,29,71,21,4,22,69,46,10,12,53,3,11,2
11,23,0,0,62,10,61,49,53,66,1,30,45,32,21,26,28,73,52,68,63,44,25,46,6,29,12,42,72,13,64,43,70,50,65,7,22,33,8,3,9,69,4,71,67,47,2,41,48,51,24,27,5,31,1
29,50,0,0,4,63,31,21,28,26,41,70,61,27,1,48,23,9,25,46,72,53,8,10,2,68,71,6,51,12,62,52,13,11,24,3,67,22,33,42,49,7,65,44,43,73,5,30,69,45,47,32,66,64,3
25,61,0,0,8,42,9,41,5,33,26,53,30,52,47,23,46,22,11,27,21,1,65,2,4,29,12,63,7,67,43,64,31,32,28,6,68,24,73,66,3,72,70,48,69,49,50,62,13,51,44,45,71,10,1
41,47,0,0,52,12,45,9,42,29,2,11,7,64,10,44,25,73,63,68,4,13,51,22,8,24,48,46,53,43,65,27,61,62,69,33,31,30,71,72,70,67,21,1,66,49,50,26,6,5,23,32,28,3,1
